first_name,last_name,price,above_100
Matthew,Sellers,53.50349547,False
Dorothy,Bradley,199.459603,True
Haley,Flores,252.2914062,True
Melissa,Johnson,32.70467677,False
Samuel,Tran,199.8864146,True
Amanda,Patterson,49.03325819,False
Albert,Roach,183.3743011,True
Jamie,Huffman,36.83993962,False
James,Hamilton,265.6302103,True
Joseph,Bird,18.06044758,False
Sarah,Contreras,141.4141417,True
Joshua,House,65.77031576,False
Tamara,Molina,255.2535664,True
Max,Maxwell,240.0443014,True
Jason,Daniels,269.6365982,True
Jordan,Coleman,250.0974184,True
Jasmine,Jones,33.93281405,False
Jessica,Garcia,231.8803086,True
Aaron,George,138.812708,True
Chelsey,Anderson,41.35053236,False
Rebecca,Perez,146.2313884,True
Duane,Thompson,75.06433497,False
Curtis,Clayton,138.0563371,True
George,Gonzalez,221.5737986,True
Casey,Ford,94.18806784,False
Margaret,Johnston,61.24599434,False
Eric,Mcclure,238.8775355,True
Nathan,Taylor,4.820334075,False
Kayla,Parker,222.3600766,True
Doris,Obrien,206.9493221,True
Brooke,Taylor,34.74615015,False
Kathryn,Garrett,266.1885038,True
John,Cruz,205.1406652,True
Christina,Cannon,98.5941474,False
Susan,Lewis,269.3323662,True
Pamela,Sanchez,193.7780783,True
Stacey,Wiley,200.3904296,True
Melissa,Johnson,201.4509484,True
Lori,Morris,38.0476094,False
Daniel,Soto,225.1621402,True
Karl,Davis,92.08925112,False
Lisa,Graves,122.8564118,True
Eric,Ray,178.344085,True
Mark,Garcia,229.2470277,True
Allison,Alvarez,275.3024614,True
Rachel,Williams,44.81715456,False
Linda,Mitchell,47.44468727,False
David,Shelton,158.7084813,True
Vanessa,Long,121.744973,True
Misty,Martin,176.9310069,True
Daniel,Gregory,132.8910493,True
Mitchell,Jones,253.9716803,True
Dawn,Scott,246.036131,True
Emily,Horn,287.4666523,True
Catherine,George,14.61491995,False
Hunter,Carlson,218.0977601,True
Thomas,Baldwin,275.4145594,True
Amy,Sellers,91.87350268,False
Alicia,Clark,241.5859155,True
Sara,Lewis,158.863849,True
Ashley,Lopez,77.89293291,False
Terry,Alvarado,161.9498178,True
Danielle,Sandoval,83.13645641,False
Jesse,Jones,214.8029616,True
Lisa,Hess,133.2037916,True
Christina,Mason,284.4863867,True
Mary,Bell,32.08889594,False
Martin,Ramirez,1.10921244,False
Stacy,Smith,161.8260635,True
Carla,Rodriguez,113.1454481,True
Johnny,Stout,134.002236,True
Jennifer,Rodriguez,256.0154481,True
Michelle,Thompson,196.6754605,True
Lisa,Lyons,148.9559785,True
Michael,Coleman,262.2090763,True
Lindsey,Williams,99.95620763,False
Karen,Hoffman,186.1046153,True
Jenny,Jones,189.5577104,True
Steven,Knight,282.995761,True
Michael,Franklin,116.8742571,True
Mason,Ross,235.5549236,True
Terry,Levine,151.5220714,True
Catherine,Fletcher,36.59268024,False
Deanna,Jones,196.9406069,True
Christopher,Mitchell,22.42047146,False
John,Owens,191.4434257,True
Stephanie,Davis,287.1991494,True
Joseph,Ford,264.9354841,True
Matthew,Russell,141.2492947,True
Danielle,Burke,75.90363417,False
Stephanie,Cunningham,220.9939809,True
Brian,Proctor,263.6358197,True
Michael,Swanson,291.5713603,True
Daniel,Santos,49.26348169,False
April,Hoffman,203.4855796,True
Stephanie,Thomas,249.666722,True
Brianna,Garcia,183.3322335,True
Shannon,Berger,125.2597844,True
Kathleen,Mays,238.1656066,True
Michelle,Park,150.4001203,True
Laura,Reynolds,20.08924577,False
Ashley,Kaiser,218.399504,True
Reginald,Owens,46.55328685,False
Michael,Conway,84.09316114,False
Sheila,Pham,5.713231688,False
Christie,Smith,70.21735457,False
Allison,Carroll,27.65684629,False
Donna,Perez,187.3279401,True
Sierra,Richmond,299.4492042,True
Steven,Wallace,173.0025685,True
Jeremy,Thompson,106.6102612,True
Jennifer,Mccormick,142.7564741,True
Eric,Garcia,27.56450393,False
Matthew,Beasley,248.9927372,True
Jason,Robinson,249.4550365,True
Vicki,Espinoza,285.9638855,True
Steven,Snyder,182.0351514,True
Michelle,Randolph,70.72106315,False
Michelle,Francis,10.01541777,False
Steven,Baker,293.7505039,True
Zachary,Johnson,36.97003142,False
Marc,Velasquez,174.3901749,True
John,Carr,50.11746076,False
Kimberly,Castillo,243.873678,True
Jay,Lopez,286.8001088,True
Amanda,Bridges,81.85722081,False
Jessica,Swanson,60.96199005,False
Jose,Gonzalez,77.84428182,False
Teresa,Wright,67.20289619,False
Michael,Gutierrez,185.8465011,True
Hannah,Marshall,251.8797929,True
Janice,Davis,290.3767318,True
Jessica,Crawford,254.2161442,True
Brian,Bean,293.1768543,True
Edward,Perez,217.694778,True
Adam,Miller,49.28081579,False
Veronica,Gray,140.9945255,True
Linda,Turner,238.5612942,True
Debra,Roberts,69.38949206,False
David,Sampson,77.05304682,False
Sarah,Cochran,138.6132102,True
Regina,Holland,151.2011694,True
Mario,Ortiz,27.08442817,False
Maria,Gonzalez,164.6440389,True
Albert,Perez,163.1980752,True
Daisy,Mccarthy,87.96439172,False
Anna,Leonard,75.54719134,False
Catherine,Mosley,188.3490593,True
April,Miranda,82.64651651,False
Michael,Walker,288.9294858,True
Abigail,Lam,255.3722151,True
Alan,Graham,92.78682106,False
Jennifer,Diaz,77.85479921,False
Sean,Rogers,186.3926468,True
Anthony,Jackson,200.012596,True
William,Taylor,117.9694277,True
Richard,Robinson,200.9108703,True
Nicholas,Barnes,219.4003858,True
Brittany,Austin,233.7352503,True
Robin,Schmidt,96.69826813,False
Kendra,Monroe,226.0007767,True
Nancy,Grant,23.79829866,False
Nicole,Grant,155.9845125,True
Courtney,Thompson,52.85276041,False
Jeanette,Washington,291.525558,True
James,Yates,224.8736142,True
Justin,Knox,115.9751733,True
Melissa,Thompson,200.8616238,True
Steven,Lee,140.357855,True
Allison,Fisher,231.493857,True
Mark,Phillips,197.2517291,True
Elijah,Harrison,151.5804694,True
Paul,Farley,9.419976358,False
Jennifer,Cole,47.39545601,False
Michael,Tucker,146.7478801,True
David,Steele,276.1640965,True
Monica,Hodges,203.3130423,True
Scott,Wallace,23.24585982,False
Antonio,Paul,93.39602908,False
Melissa,Wright,68.62696415,False
Stephanie,Price,27.22765203,False
Denise,Kennedy,233.4665428,True
Melissa,Walsh,177.8587959,True
Leslie,Spence,156.2011959,True
Rachel,Walker,144.4395327,True
Donald,Horn,13.06347134,False
Christopher,Rojas,94.08806986,False
Robert,Crawford,216.6530778,True
Larry,Brown,174.1807324,True
Becky,Swanson,245.854615,True
Gary,Howard,25.93975342,False
Christopher,Marks,111.8467919,True
Bonnie,Alexander,136.6295853,True
Brandon,Stevens,77.20691708,False
Lori,Guerra,99.72772588,False
Michele,Alvarado,243.9872024,True
Christine,Lee,8.809339101,False
Jamie,Fry,159.7067216,True
Christopher,Perez,102.943584,True
Matthew,Carter,194.2873257,True
Jason,Hunter,78.76406316,False
Tyler,Henry,186.9624462,True
Tiffany,Harris,17.69659156,False
Matthew,Young,39.12254966,False
Juan,Brewer,152.9624792,True
Mark,Riggs,44.1758436,False
Brittany,Stewart,273.5307309,True
Terry,Davis,271.779368,True
Jessica,Oneill,157.5131207,True
Kimberly,Ortiz,55.25093947,False
Zoe,Walls,248.8666069,True
Sara,Wallace,155.8794176,True
Nicole,Jenkins,291.5121227,True
Austin,Kelly,85.87572125,False
Sarah,Knox,169.1586193,True
Alison,Carroll,115.3401313,True
Robert,Buchanan,163.3260388,True
Penny,Wilson,178.7969799,True
Leslie,Perez,77.95375736,False
Brittney,Marquez,149.1772445,True
Andrew,Bird,265.9158101,True
Maria,Hughes,12.57040265,False
Clayton,Williams,31.850547,False
Mary,Pittman,92.02540242,False
James,Garner,81.96609867,False
Randy,Middleton,117.0928987,True
Alexis,Gardner,83.35923458,False
Laurie,Garner,145.0603215,True
Danny,Bush,111.9976845,True
Joseph,Smith,291.0800293,True
Edgar,Armstrong,185.9187088,True
Samantha,Scott,97.8742131,False
Troy,Coleman,74.57492247,False
Brian,Young,130.9974595,True
Timothy,Perez,113.6574668,True
Sierra,Nguyen,110.8481766,True
Cynthia,Murphy,296.0078137,True
Julie,Diaz,269.4894015,True
Andrew,Silva,46.15639765,False
Gary,Costa,287.0365933,True
Jasmine,Berg,127.1426355,True
Glenda,Brown,85.60391824,False
Jonathan,Boone,172.4624408,True
Cynthia,Jimenez,51.80996198,False
Cynthia,Morgan,283.3294115,True
Dwayne,Browning,14.24525264,False
Brittany,Lewis,150.9075783,True
Zachary,Johnson,139.6464165,True
Kayla,Wilson,48.84395071,False
Andrew,Doyle,245.0864465,True
Jennifer,Parks,12.79843948,False
Daniel,Phelps,176.735085,True
Lindsey,Quinn,57.57356582,False
Brian,Walker,34.96349578,False
Bradley,Curry,104.0291615,True
Roy,Cohen,148.4924569,True
David,Black,148.4850266,True
Julie,Gonzales,275.8513843,True
Paula,Williams,190.6605351,True
James,Clark,117.5715047,True
Christopher,Robinson,14.26584056,False
William,Carr,85.40738917,False
Todd,Dunlap,38.32006005,False
Kimberly,Morales,206.4438618,True
Jesse,Welch,267.5034898,True
Laura,Leblanc,205.9617908,True
Susan,Parker,7.389760853,False
Laurie,Harris,229.6976024,True
Natalie,Lawrence,86.76833663,False
Kara,Hanson,275.4377145,True
Joseph,Walker,135.4741342,True
Gregory,Davis,155.6667394,True
Paul,Erickson,192.4996457,True
Preston,Holmes,36.86205402,False
Joy,Buck,40.94451902,False
Brian,Sherman,279.4530254,True
Brandon,Davis,17.82461557,False
Patricia,Hamilton,63.2328385,False
Shawn,Garcia,227.491116,True
William,Stone,48.99103482,False
Brian,Cunningham,294.7646142,True
Shawn,Norman,113.8520429,True
Evan,Ibarra,32.32820193,False
Logan,Porter,157.574472,True
Kerry,Gibson,216.9486908,True
Christine,Parsons,232.117075,True
Erica,Chung,204.1409177,True
Alan,Collins,29.58632408,False
John,Robinson,60.37353075,False
Monique,Santos,82.08256587,False
Nicole,Mason,190.2387349,True
Michael,Knight,238.7576833,True
John,Bishop,18.29168554,False
Christopher,Odom,282.9931871,True
Michael,Walker,149.8428493,True
Crystal,Wall,187.5868027,True
Christian,Ramirez,258.4106206,True
Kevin,Rowland,185.6410425,True
Candice,Mcintosh,266.2706673,True
Leslie,Hoffman,282.0595113,True
James,Johnson,263.3739193,True
Jennifer,Shepherd,183.9723914,True
Susan,Tucker,187.4994162,True
Michele,Harvey,271.0984188,True
Teresa,Collins,186.971541,True
Jonathan,Leblanc,128.2066648,True
Stephanie,Morgan,209.8417398,True
Michael,Duran,67.48301306,False
Daniel,Cannon,193.3728586,True
Kayla,Butler,157.4052214,True
Jimmy,Harrell,162.6953645,True
Jeffery,Fuentes,32.984417,False
Lucas,Rivera,280.9708055,True
Mark,Le,197.9575702,True
Taylor,Myers,92.37292177,False
Robert,Berger,41.58251872,False
Victor,White,71.28349376,False
Caroline,Powell,59.57791041,False
Erica,Austin,225.3624114,True
Douglas,Henry,260.1867786,True
Monica,Miller,45.66425505,False
Kimberly,Martin,42.84980233,False
Felicia,Larson,184.2056338,True
Cassandra,Frazier,19.26672707,False
Heather,Phelps,119.0145624,True
John,Hart,181.2802443,True
Meredith,Moore,84.42598279,False
Isabel,Pratt,24.78342559,False
Misty,Martin,269.9902036,True
Jessica,Richards,64.72664573,False
Margaret,Campbell,174.2986324,True
Michael,Frazier,47.5799292,False
Michael,Sharp,115.6658502,True
Cindy,Pena,152.2234362,True
Jacob,Dominguez,153.4779672,True
Cody,Scott,66.56588387,False
Nicole,Coffey,118.1952751,True
Crystal,Snyder,155.4661092,True
Matthew,Love,285.0975409,True
Marcus,Ortega,188.1094588,True
Jason,Jackson,99.20589923,False
Daniel,Ramos,58.31985367,False
Raymond,Wilson,200.3855625,True
Lindsey,Garcia,170.9951265,True
Donna,Orr,40.46338096,False
Wendy,Horn,5.929938406,False
Mario,Mclaughlin,90.33380664,False
Benjamin,Barron,20.67124478,False
Mark,Moss,33.79532722,False
Travis,Garza,82.87258331,False
George,Lopez,0.942247688,False
Gabriel,Barnes,69.59826205,False
Daniel,Johnson,214.52403,True
Mitchell,Davis,158.7827112,True
Mark,White,56.21176867,False
Michael,Foster,115.2422325,True
Pamela,Solis,66.64708198,False
Maxwell,Frost,0.006023502,False
Chad,Jones,67.87794806,False
Don,Mcdaniel,228.5918739,True
Lisa,Morrison,73.99054689,False
Jeffrey,Clark,239.4386554,True
Melissa,Santiago,128.2616391,True
Jason,Adams,21.57128968,False
Wendy,Myers,263.6809245,True
Norman,Wade,99.62709317,False
Roberto,Brown,215.0393467,True
Casey,Wright,280.2032307,True
Juan,Rivera,91.13816713,False
Terry,Gallegos,268.5844733,True
Timothy,Jones,153.2228831,True
Sarah,Crawford,230.5178921,True
Christopher,Hammond,263.0958332,True
Ashley,Cantu,285.4035791,True
Mathew,Harris,46.60501825,False
David,Williams,193.4019531,True
Catherine,Novak,184.8954159,True
Jonathan,Cobb,42.21066367,False
Elizabeth,Alexander,98.44514553,False
Michelle,Fisher,77.16597054,False
David,Griffith,180.0253758,True
Suzanne,Murray,178.4727015,True
Antonio,Beasley,28.09527269,False
Terry,Hobbs,216.5892977,True
Kathleen,Chan,211.1899937,True
Audrey,Adkins,285.6616197,True
Jonathan,Patel,148.8803996,True
Micheal,Baker,134.5542406,True
Brandon,Stein,164.6600325,True
Annette,Douglas,10.02846956,False
Jeffery,Webb,269.1493543,True
Michael,Miller,200.0992596,True
Cassandra,Mcintyre,127.0227848,True
Brittany,Allen,215.7370745,True
Erin,Robinson,79.41903827,False
Anthony,Sims,77.62412955,False
Craig,Jones,51.50213971,False
Annette,Peterson,228.6450015,True
Victor,Reed,45.41500465,False
Nathan,Love,84.66811649,False
William,Chavez,17.55060564,False
Patrick,Kennedy,203.3891368,True
Andrea,Jones,246.2089544,True
Michele,Mathews,59.39395122,False
Yolanda,Romero,155.2585808,True
Abigail,Beck,26.82615918,False
Christopher,Hughes,261.934458,True
Kristina,Gutierrez,293.9955524,True
Cristina,Cervantes,145.7719613,True
Victor,Johnson,32.81941552,False
Lauren,Page,111.9234731,True
Charles,Orozco,65.25318711,False
Andrea,Bowen,30.27521428,False
Caleb,Smith,213.5434658,True
Christine,Bradford,291.8448556,True
Pamela,Lee,128.3788861,True
Ronald,Steele,287.8604109,True
Tami,Lynch,123.3850543,True
Thomas,Glenn,124.1799535,True
Melinda,Aguilar,267.4989809,True
Martin,Harris,1.752357195,False
Karen,Hunter,139.0751757,True
Donald,Leon,66.84670418,False
Frances,Lewis,5.522938102,False
Cesar,Jackson,182.3282967,True
Carla,Green,69.4092923,False
Angela,Le,167.3410828,True
Maria,Bryant,66.38307671,False
David,Cisneros,67.6363251,False
Amanda,Henderson,6.139394348,False
Anthony,Choi,299.6261389,True
Ricardo,Barnes,68.20083729,False
Ashley,Davis,125.0057838,True
Patricia,Maxwell,254.0100376,True
Michael,Miller,52.69843399,False
Carla,Carter,191.6978083,True
Rachael,Oliver,268.245856,True
Donald,Gardner,70.51295454,False
Brad,Garcia,227.6456093,True
Megan,Smith,5.820828256,False
Anthony,Torres,214.6144194,True
Karen,Smith,201.4517221,True
Teresa,Robinson,68.36915651,False
Gregory,Morris,58.53092312,False
Lisa,Holmes,17.99530629,False
Lisa,Navarro,97.51500773,False
Sabrina,Michael,243.4277732,True
Susan,Matthews,200.4123061,True
John,Kim,51.5370261,False
Sara,Sutton,189.5221667,True
Jeremy,Glover,278.9105668,True
William,Carter,23.2168065,False
Krystal,Cortez,56.11154916,False
Spencer,Mccarthy,279.59954,True
Troy,Gardner,104.5532918,True
Peter,Flores,74.41065758,False
Angela,Shelton,146.4098961,True
John,Burgess,108.6373043,True
Aaron,Cook,184.4642876,True
Lisa,Dennis,211.3784263,True
Brenda,Navarro,298.8288141,True
Kayla,Hall,9.281220883,False
Katelyn,Conner,40.76078965,False
Alexandra,Bell,143.3930959,True
Ann,Wilson,225.5158007,True
Colleen,Snow,263.6734719,True
Lisa,Pham,189.8902208,True
Scott,Taylor,247.3829686,True
Donald,Wood,210.8807336,True
Dawn,Salas,143.5431985,True
Aimee,Wilson,130.9109037,True
Dana,Reyes,163.0410422,True
Zoe,Robinson,154.7020471,True
Bradley,Ryan,5.450063924,False
Katherine,Hopkins,82.65015724,False
Brandon,Cervantes,288.2269863,True
Lisa,French,178.2685547,True
Justin,Johnson,29.62228179,False
Amanda,Johns,126.1294179,True
Ryan,Shea,97.27702498,False
Kyle,Hart,189.1208858,True
Kari,Jones,155.7406302,True
Matthew,White,264.0155109,True
Leah,King,26.05865282,False
Katherine,Bowers,102.6925911,True
Emily,Gonzalez,115.5333546,True
Dylan,Williamson,192.1510027,True
Matthew,Jordan,231.3469853,True
Corey,Williams,282.7309243,True
Deanna,Braun,99.44804527,False
Thomas,Harrell,184.4071906,True
Ronald,Schmidt,88.63393734,False
Thomas,Johnson,113.6281602,True
Angela,Lopez,6.367848541,False
Tina,Moore,25.28908649,False
Ashley,Scott,30.48874849,False
Michelle,Higgins,142.4860124,True
Cynthia,Buck,280.1626254,True
Sandra,Baker,169.9576392,True
Amanda,Rivers,45.07753957,False
Amy,Cameron,240.8597059,True
John,Wood,172.4028299,True
Robert,Gonzalez,116.3387688,True
Kevin,White,122.7698804,True
Douglas,Martinez,68.86292703,False
Cynthia,Wright,212.2051744,True
Mike,Burton,156.6284971,True
Kelly,Suarez,103.3521319,True
Carla,Anderson,176.7812897,True
Crystal,Ewing,76.54600803,False
Rebekah,Brown,248.6881708,True
David,Love,214.9826231,True
Katie,Beltran,58.33327125,False
Charles,Collins,82.98169237,False
Timothy,Long,57.81080932,False
Kyle,Castro,257.8598271,True
Charles,Atkinson,201.2519498,True
Gregg,Robles,243.9415433,True
Joseph,Dodson,231.7140953,True
Richard,Morris,205.6853551,True
Joshua,Jones,51.99516227,False
Kathryn,Ray,297.680077,True
David,Barber,265.7787889,True
Ashley,Montgomery,91.98527468,False
Erin,Torres,162.2600567,True
Theodore,Perry,54.28283978,False
Christopher,Dixon,151.5542565,True
Michael,Lee,222.5983255,True
Brittany,Brandt,48.31482285,False
Rebecca,Pena,40.5042865,False
Harold,Harris,30.28051132,False
Alan,Smith,136.7173873,True
Lynn,Petersen,119.288704,True
Alex,Williams,125.2351462,True
Maria,Johnson,140.6180002,True
Teresa,Ramirez,68.89411817,False
Jessica,Williams,211.2927337,True
Eric,Stokes,141.4352496,True
Sarah,Young,165.8898062,True
Nicholas,Hinton,175.5324232,True
David,Merritt,22.80591247,False
Brandy,Murray,118.5845901,True
Melissa,Lewis,263.6012569,True
Adam,Johnson,229.0701726,True
Austin,Roberts,40.1212007,False
Ashley,Smith,115.872854,True
Kimberly,Wheeler,286.1048132,True
Sherry,Coffey,136.3706913,True
Gabriel,Luna,218.2138474,True
Pedro,Warren,264.3412226,True
Shannon,Hill,105.9989784,True
Sydney,Michael,207.9367705,True
Michael,Jordan,29.86397986,False
Douglas,Taylor,131.1591051,True
John,French,76.02496714,False
Thomas,Mueller,172.5074853,True
Gina,George,297.4892429,True
Terri,Solis,198.9565116,True
Pamela,Brown,157.6790093,True
Stacy,Hunter,1.245616373,False
Tracy,Potter,200.4398125,True
Melissa,Clark,169.3693556,True
Melanie,Wood,220.5903602,True
Alexander,Cook,50.63488972,False
Susan,Mitchell,23.27699619,False
Lisa,Johnson,185.2114604,True
Paul,Bender,194.7100905,True
Jennifer,Chase,131.0536279,True
Jennifer,Bridges,115.2349524,True
George,Mejia,272.4807622,True
Amanda,Baker,19.97575403,False
Chad,Lowery,298.9512803,True
Jordan,Barnes,274.3749866,True
Dawn,Williams,170.5174558,True
Patrick,Bryant,41.91691624,False
Erin,Montes,58.17898989,False
Jerry,Torres,73.79346394,False
